Borough,Year,median_household_income,renter_median_income,population,pop_density_1000sqmi,homeownership_rate,crime_rate_per1000,car_free_commute_pct,mean_travel_time_min,high_cost_purchase_loan_pct,high_cost_refi_loan_pct,fha_va_loan_pct,housing_voucher_pct,unemployment_rate,new_building_permits,rental_vacancy_rate,severe_crowding_rate,subway_proximity_pct,park_proximity_pct,renter_income_ratio,cost_pressure_index,affordability_stress,income_growth_yoy,renter_income_growth_yoy,income_gap,renter_share,borough_code,market_tightness,housing_burden_composite,supply_pipeline_rate,government_support_index,economic_vulnerability_idx,permit_growth_yoy,affordability_stress_lag1,cost_pressure_index_lag1,median_household_income_lag1,crime_rate_per1000_lag1,unemployment_rate_lag1,rental_vacancy_rate_lag1,supply_pipeline_rate_lag1,affordability_category
Brooklyn,2011,57678.9057234436,46119.37952026094,2532645.0,36.50844205807465,0.28654299038246,13.655225226771922,0.748812770860896,41.118628827941,0.0081593140644447,0.0352765816495528,0.2149080348499516,0.0730029,0.120140273626917,1420,0.0411110726284072,0.0466646146694766,0.7970727086035237,0.7070533839917538,0.7995883233532933,0.02171794785699875,0.027161411969997974,-0.01361759289543596,-0.01673831520774094,11559.526203182657,0.71345700961754,2,21.686765086959607,0.1668048882963936,5.606786580827554,0.2879109348499516,0.1375537030433448,-0.32219570405727926,0.0225696546163708,0.0181037089113684,58475.1971527501,13.183694540744682,0.108602435627393,0.0400758442936162,8.352137270067056,Affordable
Brooklyn,2012,59845.57092973538,48347.494180246096,2565635.0,36.98399765449495,0.297282921422379,14.357131192932709,0.741270304810429,41.0149283022695,0.0107940263196806,0.0411269022764432,0.1842377643057814,0.0718595,0.111155818150587,3657,0.0419771515066305,0.0494900181573208,0.7970727086035237,0.7070533839917538,0.8078708821578598,0.0259604642980619,0.03213442255613957,0.03756425644897665,0.04831189584860551,11498.076749489286,0.702717078577621,2,21.28694414046916,0.1606458363079078,14.253781227649295,0.2560972643057814,0.13121197802855503,1.5753521126760561,0.027161411969997974,0.02171794785699875,57678.9057234436,13.655225226771922,0.120140273626917,0.0411110726284072,5.606786580827554,Moderate
Brooklyn,2013,61836.335984861755,48841.85679410356,2592149.0,37.36620077918388,0.296320107532342,14.22697115597684,0.753980033677032,41.7681311627915,0.0187934086885469,0.0228996499416569,0.1465341141222933,0.069412,0.1039039602985,6416,0.0412958952982887,0.0465769523131473,0.7970727086035237,0.7070533839917538,0.7898569023569023,0.0208465293151019,0.02639279248291262,0.033265035727768844,0.010225196201780529,12994.479190758197,0.7036798924676579,2,21.600187091250927,0.1504809126116473,24.75166358106729,0.2159461141222933,0.13493421363926855,0.7544435329505059,0.03213442255613957,0.0259604642980619,59845.57092973538,14.357131192932709,0.111155818150587,0.0419771515066305,14.253781227649295,Affordable
Brooklyn,2014,61601.92481266571,49317.756634515616,2621793.0,37.79352330420004,0.284804149396966,13.796564653404982,0.752717511554181,42.1713275758611,0.0655786794430303,0.0417222963951935,0.1292109597245096,0.0664725,0.0855109363046378,9343,0.0397499705501237,0.0463086064788192,0.7970727086035237,0.7070533839917538,0.8005879164408123,0.053650487919111894,0.06701386171006278,-0.003790832177595904,0.009743688541945739,12284.168178150096,0.715195850603034,2,22.346383421189444,0.131819542783457,35.63591786231788,0.19568345972450962,0.12323092924129404,0.45620324189526174,0.02639279248291262,0.0208465293151019,61836.335984861755,14.22697115597684,0.1039039602985,0.0412958952982887,24.75166358106729,Stressed
Brooklyn,2015,65596.84396180506,52160.91309420552,2636735.0,38.00891438397307,0.287194099828117,13.043952169779793,0.756410546250711,42.2138057384932,0.0358989511006057,0.0243255196815568,0.1291180381149357,0.0659275,0.0764566134020154,26561,0.0371414129018308,0.0478690395087616,0.7970727086035237,0.7070533839917538,0.7951741264347587,0.030112235391081252,0.03786873137597222,0.06485055720723154,0.05764975241595005,13435.930867599542,0.712805900171883,2,23.72962677662276,0.12432565291077699,100.73443102928432,0.1950455381149357,0.122086802688655,1.8428770202290483,0.06701386171006278,0.053650487919111894,61601.92481266571,13.796564653404982,0.0855109363046378,0.0397499705501237,35.63591786231788,Moderate
Brooklyn,2016,69985.10185484025,55519.82214417254,2629150.0,37.89957551768486,0.294887516443335,11.925214674226597,0.756792255067825,42.7966694356133,0.0311306070468374,0.0157894736842105,0.1083911136267157,0.0657774,0.0707787039122926,5079,0.0339397864141675,0.0473582182391342,0.7970727086035237,0.7070533839917538,0.7933091568449682,0.02346004036552395,0.029572380657782588,0.06689739365494973,0.06439513518294127,14465.27971066771,0.705112483556665,2,25.68067501356836,0.1181369221514268,19.318030542190442,0.1741685136267157,0.12045946247475661,-0.8087797899175483,0.03786873137597222,0.030112235391081252,65596.84396180506,13.043952169779793,0.0764566134020154,0.0371414129018308,100.73443102928432,Affordable
Brooklyn,2017,70871.92342469835,54712.84608595263,2648771.0,38.18241505564674,0.304104795638674,11.3442856749297,0.748232072823846,43.2152856647784,0.0301260783012607,0.0170310116929334,0.0763105507631055,0.0639224,0.0642408786293764,5879,0.034091174819942,0.0472493486135531,0.7970727086035237,0.7070533839917538,0.7719960661725966,0.02357854499709705,0.03054231236435543,0.012671576469196255,-0.01453491792758943,16159.077338745723,0.695895204361326,2,25.58122145487066,0.11149022724292951,22.195199207481505,0.1402329507631055,0.12634779470542254,0.15751132112620603,0.029572380657782588,0.02346004036552395,69985.10185484025,11.925214674226597,0.0707787039122926,0.0339397864141675,19.318030542190442,Moderate
Brooklyn,2018,74770.50215428244,59809.073676824744,2582830.0,37.23186605341726,0.305612095939718,11.172202926684363,0.746210584707126,43.3527571203217,0.037827352085354,0.0253466204506066,0.0737148399612027,0.0632649,0.0486585083814893,7817,0.0344186208467477,0.0474872506859236,0.7970727086035237,0.7070533839917538,0.7999019928128063,0.0315869862679803,0.03948857053963149,0.05500878967573586,0.09314499163260592,14961.428477457695,0.6943879040602821,2,25.36872114039238,0.0961457590674129,30.265251681295325,0.13697973996120272,0.10900005636465793,0.3296478993026024,0.03054231236435543,0.02357854499709705,70871.92342469835,11.3442856749297,0.0642408786293764,0.034091174819942,22.195199207481505,Moderate
Brooklyn,2019,80423.59123754333,63342.12363929193,2559903.0,36.90137004980622,0.297533665067974,10.99213490009818,0.748622758328621,43.7876809077627,0.0536339448256547,0.0311661198926335,0.0803808990337488,0.06274,0.0453720842851643,10101,0.0336983519352429,0.0458701217282274,0.7970727086035237,0.7070533839917538,0.7876062566293679,0.0424000323591441,0.05383404715523575,0.075605872909563,0.059072139815403935,17081.467598251395,0.7024663349320259,2,25.840893732978124,0.0912422060133917,39.45852635822529,0.1431208990337488,0.11228035540796405,0.29218370218754,0.03948857053963149,0.0315869862679803,74770.50215428244,11.172202926684363,0.0486585083814893,0.0344186208467477,30.265251681295325,Stressed
Brooklyn,2021,77253.73842553789,63405.30235748522,2641052.0,38.071144560079354,0.30280236518184,10.375952380778337,0.664427570798136,41.3822616798527,0.0280129156121825,0.0094247005694089,0.0566367047735404,0.0584026,0.111657692095365,8673,0.0324663639004414,0.0465434393229087,0.7970727086035237,0.7070533839917538,0.8207408942235116,0.0187188080907957,0.022807207758917914,-0.039414464875645705,0.0009974202720619552,13848.436068052666,0.69719763481816,2,26.690607144511795,0.1582011314182737,32.83918680889282,0.11503930477354041,0.1256754070133231,0.18938562808557324,,0.016188909252917348,,10.049202533005754,,0.0320444105229156,,Affordable
