short_name,long_name,Borough,2017
prox_subway_pct,Residential units within 1/2 mile of a subway station,Manhattan,0.9682958876597187
prox_subway_pct,Residential units within 1/2 mile of a subway station,Bronx,0.7733529792757421
prox_subway_pct,Residential units within 1/2 mile of a subway station,Brooklyn,0.7970727086035237
prox_subway_pct,Residential units within 1/2 mile of a subway station,Queens,0.5196484157765114
prox_subway_pct,Residential units within 1/2 mile of a subway station,Staten Island,0.21411875243486034
