short_name,long_name,Borough,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
hh_inc_rent_med_adj,"Median household income, renters (2024$)",Manhattan,56340,72570.44815133666,75517.33194236363,76305.54112273201,76793.62885252823,72442.19842317657,72224.10320202811,75994.4807948121,76050.10488138207,79407.22618452906,79409.87876019928,83455.48909308374,83406.62787501862,86628.50289613033,94847.38096231001,,78703.52516053549,83751.33723048549,84317.71791439698
hh_inc_rent_med_adj,"Median household income, renters (2024$)",Bronx,29390,39340.35165835977,41270.26093240504,40485.183169198666,38326.95970020057,37573.25922927461,35824.007851670045,35523.63228656943,37303.49839389798,35150.8293817008,36685.54260087966,39885.797577506506,38914.71247579324,39411.45596237406,40738.64541421607,,41942.05583589632,40150.42555160395,40659.57976757619
hh_inc_rent_med_adj,"Median household income, renters (2024$)",Brooklyn,37160,45088.68588581785,48197.726941041685,48978.53859073212,46948.020741053515,46904.48151654045,46119.37952026094,48347.494180246096,48841.85679410356,49317.756634515616,52160.91309420552,55519.82214417254,54712.84608595263,59809.073676824744,63342.12363929193,,63405.30235748522,66187.47920784417,67225.20860688576
hh_inc_rent_med_adj,"Median household income, renters (2024$)",Queens,46160,61453.872396918894,61590.2388208337,63908.5306893656,62149.5380977515,57660.70979473894,55978.97539944615,56572.12537412704,57501.806625316836,58011.06916958075,61119.055450226064,61654.14639378809,65303.43293609415,68638.14849017508,72462.57243568542,,69359.9469283586,72641.2460461532,70375.30368511606
hh_inc_rent_med_adj,"Median household income, renters (2024$)",Staten Island,37850,49525.62458087902,51763.074561558125,52621.38295544189,47343.15858545339,44504.033255280985,51650.89882850661,53603.00175780322,50867.933711789374,40995.60192521999,46953.28738323138,44237.18314886185,50354.139404886046,55479.41947661352,58876.21556707554,,52255.207531226166,53771.332687390575,47471.465763762506
